Test System,Base Model,Failure Type,Task ID,Agent Behavior Category,Task Result
Camel,deepseek-v3,Instruction Logic Conflict,29,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,37,Ignores some conflicts and rationalizes others,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,45,Ignores all conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,47,Rationalizes conflicting instructions,PASS
Camel,deepseek-v3,Instruction Logic Conflict,48,Fails to identify conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,53,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,54,Ignores some conflicts and rationalizes others,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,55,Ignores all conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,56,Fails to identify conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,60,Fails to identify conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,62,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,63,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,64,Fails to identify conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,65,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,71,Ignores some conflicts and rationalizes others,PASS
Camel,deepseek-v3,Instruction Logic Conflict,73,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,77,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,82,Ignores some conflicts and rationalizes others,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,85,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,87,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,95,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,98,Ignores some conflicts and rationalizes others,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,100,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,101,Rationalizes conflicting instructions,PASS
Camel,deepseek-v3,Instruction Logic Conflict,104,Ignores all conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,108,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,109,Ignores all conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,111,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,113,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,123,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,126,Ignores some conflicts and rationalizes others,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,127,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,128,Rationalizes conflicting instructions,PASS
Camel,deepseek-v3,Instruction Logic Conflict,130,Attempts to correct conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,133,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,134,Ignores some conflicts and rationalizes others,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,136,Ignores some conflicts and rationalizes others,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,137,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,153,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,156,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,161,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,164,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,165,Attempts to correct conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,172,Attempts to correct conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,173,Fails to identify conflicting instructions,PASS
Camel,deepseek-v3,Instruction Logic Conflict,178,Rationalizes conflicting instructions,PASS
Camel,deepseek-v3,Instruction Logic Conflict,179,Ignores all conflicting instructions,PASS
Camel,deepseek-v3,Instruction Logic Conflict,180,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,182,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,186,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,187,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,191,Rationalizes conflicting instructions,PASS
Camel,deepseek-v3,Instruction Logic Conflict,193,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,194,Attempts to correct conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,196,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,197,Ignores some conflicts and rationalizes others,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,201,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,206,Fails to identify conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,210,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,212,Ignores all conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,215,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,216,Ignores some conflicts and rationalizes others,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,222,Ignores some conflicts and rationalizes others,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,223,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,224,Ignores some conflicts and rationalizes others,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,227,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,228,Ignores some conflicts and rationalizes others,PASS
Camel,deepseek-v3,Instruction Logic Conflict,231,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,233,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,235,Ignores some conflicts and rationalizes others,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,238,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,247,Fails to identify conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,248,Rationalizes conflicting instructions,PASS
Camel,deepseek-v3,Instruction Logic Conflict,249,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,250,Ignores some conflicts and rationalizes others,FAIL
Camel,deepseek-v3,Parameter Filling Error,0,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,1,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,7,Agent identifies and corrects,FAIL
Camel,deepseek-v3,Parameter Filling Error,13,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,17,Agent identifies and corrects,FAIL
Camel,deepseek-v3,Parameter Filling Error,18,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Parameter Filling Error,20,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,23,System uses redundancy or retry mechanisms,PASS
Camel,deepseek-v3,Parameter Filling Error,29,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,37,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,45,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,47,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,48,Agent identifies and corrects,FAIL
Camel,deepseek-v3,Parameter Filling Error,53,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,54,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,55,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,56,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,60,Agent identifies and corrects,FAIL
Camel,deepseek-v3,Parameter Filling Error,62,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,63,Agent identifies and corrects,FAIL
Camel,deepseek-v3,Parameter Filling Error,64,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,65,Agent identifies and corrects,FAIL
Camel,deepseek-v3,Parameter Filling Error,71,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,73,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,77,Agent identifies and corrects,FAIL
Camel,deepseek-v3,Parameter Filling Error,82,Uses partial repair coordination or multipath compensation,FAIL
Camel,deepseek-v3,Parameter Filling Error,85,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,87,Agent identifies and corrects,FAIL
Camel,deepseek-v3,Parameter Filling Error,95,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,98,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Parameter Filling Error,100,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,101,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,104,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,108,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,109,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,111,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,113,Agent identifies and corrects,FAIL
Camel,deepseek-v3,Parameter Filling Error,123,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Parameter Filling Error,126,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,127,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,128,Agent identifies and corrects,FAIL
Camel,deepseek-v3,Parameter Filling Error,130,System uses redundancy or retry mechanisms,PASS
Camel,deepseek-v3,Parameter Filling Error,133,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,134,Agent identifies and corrects,FAIL
Camel,deepseek-v3,Parameter Filling Error,136,System uses redundancy or retry mechanisms,PASS
Camel,deepseek-v3,Parameter Filling Error,137,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,153,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,156,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,161,No corrective behavior,FAIL
Camel,deepseek-v3,Parameter Filling Error,164,Agent identifies and corrects,FAIL
Camel,deepseek-v3,Parameter Filling Error,165,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,172,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,173,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,178,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,179,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,180,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,182,Agent identifies and corrects,FAIL
Camel,deepseek-v3,Parameter Filling Error,186,Agent identifies and corrects,FAIL
Camel,deepseek-v3,Parameter Filling Error,187,System uses redundancy or retry mechanisms,FAIL
Camel,deepseek-v3,Parameter Filling Error,191,Agent identifies and corrects,FAIL
Camel,deepseek-v3,Parameter Filling Error,193,Agent identifies and corrects,FAIL
Camel,deepseek-v3,Parameter Filling Error,194,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,196,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,197,System uses redundancy or retry mechanisms,FAIL
Camel,deepseek-v3,Parameter Filling Error,201,Responds to the error but ultimately fails,FAIL
Camel,deepseek-v3,Parameter Filling Error,206,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,210,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,212,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,215,Responds to the error but ultimately fails,FAIL
Camel,deepseek-v3,Parameter Filling Error,216,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Parameter Filling Error,222,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,223,System uses redundancy or retry mechanisms,PASS
Camel,deepseek-v3,Parameter Filling Error,224,System uses redundancy or retry mechanisms,PASS
Camel,deepseek-v3,Parameter Filling Error,227,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,228,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,231,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,233,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,235,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,238,Agent identifies and corrects,FAIL
Camel,deepseek-v3,Parameter Filling Error,247,Agent identifies and corrects,FAIL
Camel,deepseek-v3,Parameter Filling Error,248,Uses partial repair coordination or multipath compensation,FAIL
Camel,deepseek-v3,Parameter Filling Error,249,Agent identifies and corrects,PASS
Camel,deepseek-v3,Parameter Filling Error,250,Agent identifies and corrects,PASS
Camel,deepseek-v3,Role Ambiguity,0,Agent disturbed and system filters erroneous output,FAIL
Camel,deepseek-v3,Role Ambiguity,1,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,7,Agent disturbed and system filters erroneous output,FAIL
Camel,deepseek-v3,Role Ambiguity,13,Agent disturbed and system filters erroneous output,FAIL
Camel,deepseek-v3,Role Ambiguity,17,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,18,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,20,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,23,Agent disturbed and system filters erroneous output,FAIL
Camel,deepseek-v3,Role Ambiguity,29,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,37,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,45,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,47,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,48,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,53,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,54,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,55,Agent disturbed and system filters erroneous output,FAIL
Camel,deepseek-v3,Role Ambiguity,56,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,60,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,62,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,63,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,64,Agent disturbed and system filters erroneous output,FAIL
Camel,deepseek-v3,Role Ambiguity,65,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,71,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,73,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,77,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,82,Agent disturbed and system filters erroneous output,FAIL
Camel,deepseek-v3,Role Ambiguity,85,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,87,Agent disturbed and other agents fail to compensate,FAIL
Camel,deepseek-v3,Role Ambiguity,95,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,98,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,100,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,101,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,104,Agent disturbed and system filters erroneous output,FAIL
Camel,deepseek-v3,Role Ambiguity,108,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,109,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,111,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,113,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,123,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,126,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,127,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,128,Agent disturbed and system filters erroneous output,FAIL
Camel,deepseek-v3,Role Ambiguity,130,Agent disturbed and system filters erroneous output,FAIL
Camel,deepseek-v3,Role Ambiguity,133,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,134,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,136,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,137,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,153,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,156,Agent disturbed and system filters erroneous output,FAIL
Camel,deepseek-v3,Role Ambiguity,161,Agent disturbed and system filters erroneous output,FAIL
Camel,deepseek-v3,Role Ambiguity,164,Agent disturbed and other agents fail to compensate,FAIL
Camel,deepseek-v3,Role Ambiguity,165,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,172,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,173,Agent disturbed and system filters erroneous output,FAIL
Camel,deepseek-v3,Role Ambiguity,178,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,179,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,180,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,182,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,186,Agent disturbed and system filters erroneous output,FAIL
Camel,deepseek-v3,Role Ambiguity,187,Agent disturbed and system filters erroneous output,FAIL
Camel,deepseek-v3,Role Ambiguity,191,Agent disturbed and system filters erroneous output,FAIL
Camel,deepseek-v3,Role Ambiguity,193,Agent disturbed and system filters erroneous output,FAIL
Camel,deepseek-v3,Role Ambiguity,194,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,196,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,197,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,201,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,206,Agent disturbed and system filters erroneous output,FAIL
Camel,deepseek-v3,Role Ambiguity,210,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,212,Agent disturbed and system filters erroneous output,FAIL
Camel,deepseek-v3,Role Ambiguity,215,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,216,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,222,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,223,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,224,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,227,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,228,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,231,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,233,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,235,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Role Ambiguity,238,Agent disturbed and system fails to filter erroneous output,FAIL
Camel,deepseek-v3,Role Ambiguity,247,Agent disturbed and system fails to filter erroneous output,FAIL
Camel,deepseek-v3,Role Ambiguity,248,Agent disturbed and system filters erroneous output,FAIL
Camel,deepseek-v3,Role Ambiguity,249,Agent disturbed and other agents fail to compensate,FAIL
Camel,deepseek-v3,Role Ambiguity,250,Agent disturbed and system filters erroneous output,PASS
Camel,deepseek-v3,Tool Format Error,0,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,1,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,7,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,13,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,17,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,18,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,20,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,23,Uses partial repair coordination or multipath compensation,FAIL
Camel,deepseek-v3,Tool Format Error,29,System uses redundancy or retry mechanisms,PASS
Camel,deepseek-v3,Tool Format Error,37,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,45,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,47,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,48,Uses partial repair coordination or multipath compensation,FAIL
Camel,deepseek-v3,Tool Format Error,53,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,54,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,55,Uses partial repair coordination or multipath compensation,FAIL
Camel,deepseek-v3,Tool Format Error,56,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,60,Responds to the error but ultimately fails,FAIL
Camel,deepseek-v3,Tool Format Error,62,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,63,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,64,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,65,Agent identifies and corrects,FAIL
Camel,deepseek-v3,Tool Format Error,71,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,73,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,77,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,82,Uses partial repair coordination or multipath compensation,FAIL
Camel,deepseek-v3,Tool Format Error,85,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,87,Agent identifies and corrects,FAIL
Camel,deepseek-v3,Tool Format Error,95,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,98,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,100,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,101,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,104,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,108,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,109,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,111,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,113,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,123,System uses redundancy or retry mechanisms,PASS
Camel,deepseek-v3,Tool Format Error,126,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,127,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,128,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,130,Uses partial repair coordination or multipath compensation,FAIL
Camel,deepseek-v3,Tool Format Error,133,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,134,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,136,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,137,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,153,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,156,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,161,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,164,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,165,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,172,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,173,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,178,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,179,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,180,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,182,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,186,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,187,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,191,Agent identifies and corrects,FAIL
Camel,deepseek-v3,Tool Format Error,193,Agent identifies and corrects,FAIL
Camel,deepseek-v3,Tool Format Error,194,Uses partial repair coordination or multipath compensation,FAIL
Camel,deepseek-v3,Tool Format Error,196,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,197,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,201,Uses partial repair coordination or multipath compensation,FAIL
Camel,deepseek-v3,Tool Format Error,206,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,210,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,212,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,215,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,216,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,222,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,223,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,224,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,227,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,228,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,231,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,233,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,235,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,238,Uses partial repair coordination or multipath compensation,FAIL
Camel,deepseek-v3,Tool Format Error,247,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Format Error,248,Uses partial repair coordination or multipath compensation,FAIL
Camel,deepseek-v3,Tool Format Error,249,Uses partial repair coordination or multipath compensation,PASS
Camel,deepseek-v3,Tool Format Error,250,Agent identifies and corrects,FAIL
Camel,deepseek-v3,Tool Selection Error,0,System uses redundancy or retry mechanisms,PASS
Camel,deepseek-v3,Tool Selection Error,1,Agent identifies and corrects,PASS
Camel,deepseek-v3,Tool Selection Error,7,No corrective behavior,FAIL
Camel,deepseek-v3,Tool Selection Error,13,No corrective behavior,FAIL
