Test System,Base Model,Failure Type,Task ID,Agent Behavior Category,Task Result
MetaGPT,deepseek-v3,Inexecutable Plan,120,No corrective behavior,FAIL
MetaGPT,deepseek-v3,Inexecutable Plan,121,No corrective behavior,FAIL
MetaGPT,deepseek-v3,Inexecutable Plan,122,No corrective behavior,FAIL
MetaGPT,deepseek-v3,Inexecutable Plan,123,Ignores inexecutable parts and continues,PASS
MetaGPT,deepseek-v3,Inexecutable Plan,124,Ignores inexecutable parts and continues,PASS
MetaGPT,deepseek-v3,Inexecutable Plan,125,Ignores inexecutable parts and continues,PASS
MetaGPT,deepseek-v3,Inexecutable Plan,126,Ignores inexecutable parts and continues,PASS
MetaGPT,deepseek-v3,Inexecutable Plan,128,No corrective behavior,FAIL
MetaGPT,deepseek-v3,Inexecutable Plan,130,No corrective behavior,FAIL
MetaGPT,deepseek-v3,Inexecutable Plan,131,No corrective behavior,FAIL
MetaGPT,deepseek-v3,Inexecutable Plan,134,Ignores inexecutable parts and continues,PASS
MetaGPT,deepseek-v3,Inexecutable Plan,135,Ignores inexecutable parts and continues,PASS
MetaGPT,deepseek-v3,Inexecutable Plan,136,Restores faulty plan via inherent process,PASS
MetaGPT,deepseek-v3,Inexecutable Plan,137,No corrective behavior,FAIL
MetaGPT,deepseek-v3,Inexecutable Plan,138,No corrective behavior,FAIL
MetaGPT,deepseek-v3,Inexecutable Plan,139,No corrective behavior,FAIL
MetaGPT,deepseek-v3,Inexecutable Plan,140,No corrective behavior,FAIL
MetaGPT,deepseek-v3,Inexecutable Plan,141,Responds to the error but ultimately fails,FAIL
MetaGPT,deepseek-v3,Inexecutable Plan,142,No corrective behavior,FAIL
MetaGPT,deepseek-v3,Inexecutable Plan,143,No corrective behavior,FAIL
MetaGPT,deepseek-v3,Inexecutable Plan,144,Ignores inexecutable parts and continues,PASS
MetaGPT,deepseek-v3,Inexecutable Plan,146,No corrective behavior,FAIL
MetaGPT,deepseek-v3,Inexecutable Plan,147,Responds to the error but ultimately fails,FAIL
MetaGPT,deepseek-v3,Inexecutable Plan,149,No corrective behavior,FAIL
MetaGPT,deepseek-v3,Inexecutable Plan,150,No corrective behavior,FAIL
MetaGPT,deepseek-v3,Inexecutable Plan,151,Responds to the error but ultimately fails,FAIL
MetaGPT,deepseek-v3,Inexecutable Plan,152,Ignores inexecutable parts and continues,PASS
MetaGPT,deepseek-v3,Inexecutable Plan,153,Ignores inexecutable parts and continues,PASS
MetaGPT,deepseek-v3,Inexecutable Plan,154,Responds to the error but ultimately fails,FAIL
MetaGPT,deepseek-v3,Inexecutable Plan,155,No corrective behavior,FAIL
MetaGPT,deepseek-v3,Inexecutable Plan,156,Responds to the error but ultimately fails,FAIL
MetaGPT,deepseek-v3,Inexecutable Plan,157,No corrective behavior,FAIL
MetaGPT,deepseek-v3,Inexecutable Plan,158,No corrective behavior,FAIL
MetaGPT,deepseek-v3,Inexecutable Plan,159,Ignores inexecutable parts and continues,PASS
MetaGPT,deepseek-v3,Inexecutable Plan,161,Ignores inexecutable parts and continues,PASS
MetaGPT,deepseek-v3,Inexecutable Plan,162,No corrective behavior,FAIL
MetaGPT,deepseek-v3,Inexecutable Plan,163,No corrective behavior,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,0,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,1,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,2,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,3,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,4,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,7,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,8,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,9,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,10,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,14,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,15,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,17,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,18,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,19,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,20,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,21,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,23,Recognizes vague goal and asks user,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,24,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,25,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,26,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,27,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,28,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,31,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,33,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,34,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,35,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,36,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,37,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,38,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,39,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,40,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,41,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,44,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,46,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,48,Recognizes vague goal and asks user,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,49,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,50,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,51,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,52,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,54,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,55,Recognizes vague goal and asks user,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,57,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,59,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,60,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,61,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,62,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,63,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,69,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,70,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,71,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,74,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,75,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,76,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,77,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,79,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,81,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,83,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,86,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,87,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,89,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,90,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,92,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,95,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,96,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,97,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,98,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,99,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,100,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,101,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,103,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,106,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,108,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,110,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,113,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,115,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,117,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,119,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,122,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,123,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,128,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,131,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,134,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,136,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,137,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,138,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,144,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,146,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,147,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,149,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,150,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,152,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,154,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,155,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,157,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,163,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,5,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,6,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,11,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,12,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,13,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,16,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,22,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,29,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,30,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,42,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,43,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,47,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,58,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,64,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,66,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,68,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,72,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,73,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,78,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,80,Recognizes vague goal and asks user,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,82,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,85,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,91,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,94,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,104,Recognizes vague goal and asks user,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,105,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,107,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,109,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,111,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,112,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,114,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,118,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,120,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,121,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,124,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,125,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,126,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,130,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,135,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,139,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,140,Recognizes vague goal and asks user,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,141,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,142,Recognizes vague goal and asks user,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,143,Recognizes vague goal and asks user,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,151,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,153,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,156,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,158,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,159,Recognizes vague goal and guesses,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,161,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Ambiguity,162,Fails to notice instruction ambiguity,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,0,Ignores all conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,1,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,2,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,3,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,4,Ignores all conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,5,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,6,Ignores all conflicting instructions,PASS
MetaGPT,deepseek-v3,Instruction Logic Conflict,7,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,8,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,9,Ignores some conflicts and rationalizes others,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,10,Ignores some conflicts and rationalizes others,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,11,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,12,Ignores all conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,13,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,14,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,15,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,16,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,18,Ignores some conflicts and rationalizes others,PASS
MetaGPT,deepseek-v3,Instruction Logic Conflict,19,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,20,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,21,Ignores all conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,22,Ignores some conflicts and rationalizes others,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,23,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,25,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,26,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,28,Ignores some conflicts and rationalizes others,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,29,Ignores some conflicts and rationalizes others,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,30,Ignores all conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,31,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,33,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,34,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,35,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,36,Ignores all conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,37,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,38,Ignores all conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,39,Rationalizes conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,40,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,41,Rationalizes conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,42,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,44,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,46,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,47,Ignores some conflicts and rationalizes others,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,48,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,49,Ignores all conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,50,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,51,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,52,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,54,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,55,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,57,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,58,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,59,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,60,Ignores some conflicts and rationalizes others,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,61,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,62,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,63,Ignores some conflicts and rationalizes others,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,64,Ignores all conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,66,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,68,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,69,Ignores all conflicting instructions,PASS
MetaGPT,deepseek-v3,Instruction Logic Conflict,70,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,71,Ignores all conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,72,Ignores all conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,74,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,75,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,76,Ignores all conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,77,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,78,Ignores all conflicting instructions,PASS
MetaGPT,deepseek-v3,Instruction Logic Conflict,79,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,80,Ignores all conflicting instructions,PASS
MetaGPT,deepseek-v3,Instruction Logic Conflict,81,Ignores all conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,83,Ignores all conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,87,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,89,Ignores some conflicts and rationalizes others,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,90,Ignores some conflicts and rationalizes others,PASS
MetaGPT,deepseek-v3,Instruction Logic Conflict,92,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,94,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,95,Ignores some conflicts and rationalizes others,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,96,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,97,Ignores some conflicts and rationalizes others,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,98,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,99,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,100,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,103,Ignores some conflicts and rationalizes others,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,104,Ignores some conflicts and rationalizes others,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,105,Ignores all conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,106,Ignores some conflicts and rationalizes others,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,107,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,109,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,110,Ignores all conflicting instructions,PASS
MetaGPT,deepseek-v3,Instruction Logic Conflict,111,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,112,Ignores some conflicts and rationalizes others,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,113,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,114,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,115,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,117,Ignores all conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,118,Ignores all conflicting instructions,PASS
MetaGPT,deepseek-v3,Instruction Logic Conflict,119,Ignores some conflicts and rationalizes others,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,120,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,121,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,122,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,123,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,124,Ignores all conflicting instructions,PASS
MetaGPT,deepseek-v3,Instruction Logic Conflict,125,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,126,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,130,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,131,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,134,Ignores all conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,135,Ignores some conflicts and rationalizes others,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,136,Ignores some conflicts and rationalizes others,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,137,Fails to identify conflicting instructions,FAIL
MetaGPT,deepseek-v3,Instruction Logic Conflict,138,Ignores all conflicting instructions,FAIL
